run,model,task_id,method,rep,strip_level,detected_method,ambiguous,unique_trace_count,traces,control_collapse,reason
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,3,raw,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,3,no_comments,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,3,renamed,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,3,no_imports,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,3,format_normalized,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,4,raw,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,4,no_comments,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,4,renamed,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,4,no_imports,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,4,format_normalized,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,5,raw,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,5,no_comments,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,5,renamed,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,5,no_imports,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,deterministic,5,format_normalized,deterministic,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",false,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,1,raw,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,1,no_comments,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,1,renamed,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,1,no_imports,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,1,format_normalized,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,2,raw,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,2,no_comments,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,2,renamed,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,2,no_imports,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,2,format_normalized,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,3,raw,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,3,no_comments,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,3,renamed,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,3,no_imports,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,3,format_normalized,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,4,raw,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,4,no_comments,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,4,renamed,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,4,no_imports,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,4,format_normalized,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,5,raw,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,5,no_comments,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,5,renamed,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,5,no_imports,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
core_v2_generalization_local_deterministic_randomized_001,ollama__devstral__latest,letters_8,randomized,5,format_normalized,deterministic,false,1,"[[""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""], [""G"", ""F"", ""A"", ""C"", ""E"", ""H"", ""B"", ""D""]]",true,identical_traces_across_runs
